アイテム名,URL,フレーバーテキスト
"神秘戦士向けの情報","https://kamikouryaku.net/eldenring/?%E7%A5%9E%E7%A7%98%E6%88%A6%E5%A3%AB%E5%90%91%E3%81%91%E3%81%AE%E6%83%85%E5%A0%B1","神秘による能力補正で攻撃力や状態異常の蓄積量を増強し戦うビルド。
主に毒・血・神秘派生の武器を使うことになるが、一部の例外を除き基本的にこれらの神秘補正のある武器にはエンチャントが出来ないという点は留意すべし。
まず出血蓄積量への補正などに目がいってしまうが、神秘派生でも攻撃力に対する神秘補正も十分に高いため装備条件さえ満たせれば大半の武器を使いこなせる器用さも持ち合わせている。
また、神秘で魔術補正・祈祷補正が伸びる触媒などもあり、それらを活用した竜餐の祈祷をメインにするビルドなどもこちらに分類される。"
"粗製ビルド向けの情報","https://kamikouryaku.net/eldenring/?%E7%B2%97%E8%A3%BD%E3%83%93%E3%83%AB%E3%83%89%E5%90%91%E3%81%91%E3%81%AE%E6%83%85%E5%A0%B1","今作は粗製派生は無くなってしまったが、遠距離攻撃を行う戦技の多くは武器を強化すれば威力も上がり、かつ能力値の影響が少ないため、そのような戦技を主体にすれば粗製戦士でも十分な火力を出すことが可能となっている。
過去作では「基礎ステータスを重視した代わりに火力の低い近接戦士」といった立ち位置におり、戦闘における挙動は近接ビルドとあまり変わらなかったが、今作では「適性のある戦技を中心に近～中距離で立ち回る」という戦法自体が異なるビルドとして生まれ変わっている。
ソウルシリーズでは割合ダメージの効かない高周回ボスに対して打つ手がなかったが、本作から初登場のほとんどの耐性を無視する割合スリップダメージを与える神狩りの黒炎系との相性が極めて良く、耐久力も相まって高周回であってもボス戦は得意になった。"
"複合ビルド向けの情報","https://kamikouryaku.net/eldenring/?%E8%A4%87%E5%90%88%E3%83%93%E3%83%AB%E3%83%89%E5%90%91%E3%81%91%E3%81%AE%E6%83%85%E5%A0%B1","知力と信仰の両方を要求する魔術は実際少なく、溶岩の魔術と死の魔術の二種類のみ。祈祷は更に少なく、黄金律原理主義の祈祷の一部である光輪系しかない。
通常の魔術と祈祷は魔術師向けの情報や聖職者向けの情報を参照。"
"レベル1攻略","https://kamikouryaku.net/eldenring/?%E3%83%AC%E3%83%99%E3%83%AB1%E6%94%BB%E7%95%A5","DLCの強化要素である影の地の加護は、レベルと同様に一度上げると下げることができないため、これを縛ることもあり得る。強化される内容はプレイヤーの攻撃力とカット率。
加護0の場合、1周目かつ捧闘の盾のタリスマンの効果を得ている状態でも大抵の敵の攻撃で即死する。
またDLCエリアの敵は加護の使用を想定しているためかHPが非常に多く、本編ボスよりも長期戦になりやすいため難易度が高い。武器強化や遺灰縛りと合わせれば極限の難易度を味わえる。"
"スペック・動作環境","https://kamikouryaku.net/eldenring/?%E3%82%B9%E3%83%9A%E3%83%83%E3%82%AF%E3%83%BB%E5%8B%95%E4%BD%9C%E7%92%B0%E5%A2%83","（フレーバーテキストなし）"
"バグ情報","https://kamikouryaku.net/eldenring/?%E3%83%90%E3%82%B0%E6%83%85%E5%A0%B1","戦技「伝染する怒り」が装備欄を付け替えると複数回重ね掛けできてしまう。
祈祷「黄金樹に誓って」などの、一部の攻撃力を高める装備・戦技・魔法が魔術・祈祷に発揮されない。
1.09以降に発生。確認されているのは以下の通り。
アイテム「勇者の肉塊」
アイテム「高揚の香り」
アイテム「狂熱の香薬」
戦技「黄金樹に誓って」
戦技「聖律共有」
戦技「弔いの墓標」
戦技「軍旗の下に」
戦技「伝染する怒り」
祈祷「黄金樹に誓って」
祈祷「火よ、力を！」
祈祷「シャブリリの叫び」
アイテム・装備品の説明文と実際の性能が矛盾している。
クラブ→打撃のはずが標準属性？
Ver. 1.09.1時点で「通常攻撃の1段目」「強攻撃の1段目」「ジャンプ通常攻撃」「ジャンプ強攻撃」については、検証（トロルとスケルトンへの与ダメージを比較したことよる）により打撃属性であることを確認。"
"編集連絡・要望板","https://kamikouryaku.net/eldenring/?%E7%B7%A8%E9%9B%86%E9%80%A3%E7%B5%A1%E3%83%BB%E8%A6%81%E6%9C%9B%E6%9D%BF","（フレーバーテキストなし）"
"編集ガイドライン","https://kamikouryaku.net/eldenring/?%E7%B7%A8%E9%9B%86%E3%82%AC%E3%82%A4%E3%83%89%E3%83%A9%E3%82%A4%E3%83%B3","（フレーバーテキストなし）"
"デイリーアクセスランキング","https://kamikouryaku.net/eldenring/?%E3%83%87%E3%82%A4%E3%83%AA%E3%83%BC%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9%E3%83%A9%E3%83%B3%E3%82%AD%E3%83%B3%E3%82%B0","（フレーバーテキストなし）"
"不平不満板/ログ29","https://kamikouryaku.net/eldenring/?%E4%B8%8D%E5%B9%B3%E4%B8%8D%E6%BA%80%E6%9D%BF/%E3%83%AD%E3%82%B029","（フレーバーテキストなし）"
"コメント/貴人のエストック","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E8%B2%B4%E4%BA%BA%E3%81%AE%E3%82%A8%E3%82%B9%E3%83%88%E3%83%83%E3%82%AF","レイピアとエストックの中間みたいな性能してるが同重量のロジェ細剣とは同違うのだろうか？"
"コメント/インプの頭（亡者）","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E3%82%A4%E3%83%B3%E3%83%97%E3%81%AE%E9%A0%AD%EF%BC%88%E4%BA%A1%E8%80%85%EF%BC%89","（フレーバーテキストなし）"
"剣舞","https://kamikouryaku.net/eldenring/?%E5%89%A3%E8%88%9E","（フレーバーテキストなし）"
"コメント/エウポリア","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E3%82%A8%E3%82%A6%E3%83%9D%E3%83%AA%E3%82%A2","（フレーバーテキストなし）"
"雑談掲示板/ログ36","https://kamikouryaku.net/eldenring/?%E9%9B%91%E8%AB%87%E6%8E%B2%E7%A4%BA%E6%9D%BF/%E3%83%AD%E3%82%B036","（フレーバーテキストなし）"
"コメント/ソールの城砦","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E3%82%BD%E3%83%BC%E3%83%AB%E3%81%AE%E5%9F%8E%E7%A0%A6","最悪なのは青琥珀のメダリオン＋1の所にいる二刀失地騎士だな…
ワープ→戦技多段攻撃で瞬殺される、場所が狭くて逃げ場が無いからボスより強い
魔術ビルドなんで大楯持てるほど筋力無くてね、耐えれんし逃げ場もないという
上から魔法でぺちぺちしてやろうとしたらワープしてきやがるし
強靭を即削り出来る戦技でも無いとかなりキツい
無理矢理倒しはしたが何度も死んだしまるで割に合わない
生まれ変わってからじゃないともうやる気しないわ…"
"RecentVotes","https://kamikouryaku.net/eldenring/?RecentVotes","（フレーバーテキストなし）"
"コメント/ミケラの刃、マレニア4","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E3%83%9F%E3%82%B1%E3%83%A9%E3%81%AE%E5%88%83%E3%80%81%E3%83%9E%E3%83%AC%E3%83%8B%E3%82%A24","攻略法検証してくれた人達には感謝しかないが、この後DLCで強ボスとか出て、DLC出た後のダクソ3の兄弟王子みたいにマレニアも「あれ？ こいつこんなに弱かったっけ？」ってなるんだろうなぁ。
なんかカラミット倒したあとの鷹の目ゴーの「もう、あいつは飛ばんのだなあ」と言った気持ちがわかるような気分。
(まあ一周目だとその後すぐ、ゴー弓奪うのだがw）"
"パタ","https://kamikouryaku.net/eldenring/?%E3%83%91%E3%82%BF","DLCで追加された拳武器。通常武器であり変質・エンチャントが可能。
今まで秘文字のパタは存在するものの、ただの「パタ」は存在しないという状況であったが今回DLCにて実装された。"
"獣の爪、ロガ","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E3%81%AE%E7%88%AA%E3%80%81%E3%83%AD%E3%82%AC","一見裸のようであるが、角人とお揃いの薄汚れたふんどしと何かの手甲（獣の爪装備のため表示されない）を装備している模様である。
しかし2つ合わせてもカット率は低く、こと物理系のカット率はないも同然の値である。攻撃力が低くない限りは気にならないと思われるが、刺突が相対的に効く。
非物理のカット率は多少あるが、それでもかなり低い水準である。強いて言えば聖＞魔力＞炎の順で高い。
防御力では聖＞魔力＞物理の順で高い。聖防御力はかなり高いようで、こちらの聖攻撃力次第ではダメージが出にくい。
裸同然のため強靱度も非常に低く、怯みやすい。
総じて防御能力は貧弱であり、こちらも負けずに一気に攻め立てて反撃の隙をなくしてやるのがベターだが、身軽ゆえにローリングによる回避で距離を取られると追撃が難しくなるので注意。"
"暴竜ベール","https://kamikouryaku.net/eldenring/?%E6%9A%B4%E7%AB%9C%E3%83%99%E3%83%BC%E3%83%AB","その暴竜は、名をベールという
かつて古竜の王に挑み、共に傷つき倒れた
怒れる破壊者であるという"
"古竜人","https://kamikouryaku.net/eldenring/?%E5%8F%A4%E7%AB%9C%E4%BA%BA","防御面ではHPが高く防御力も高い。特に炎、次いで聖の防御力が高く、こちらの攻撃力が低いと墓地平原基準でモブよりダメージが通らない。雷防御力は最も低いものの、それでもモブと同程度にはある。
その一方で防具を着ていない扱いのため強靭度がなく、手数の多い武器や戦技で攻めることで簡単に攻略できる。また全ての属性のカット率が少しずつマイナスになっている。
強靭度の低さと範囲攻撃が少ない点から、数が多く攻撃頻度の高い霊体を呼べば怯ませ続けて袋叩きにすることも可能である。しかし竜咬で返り討ちにされる可能性もあるので、敵が聖印を持っている時は無理に攻めないようにしたい。"
"嵐鷹の斧","https://kamikouryaku.net/eldenring/?%E5%B5%90%E9%B7%B9%E3%81%AE%E6%96%A7","ネフェリを殺害しない場合は中盤以降の入手になってしまうのがネックだが、装備条件を満たしただけの無強化でも戦技で1000を超えるダメージを叩き出せるのは大きな魅力である。"
"炎撃","https://kamikouryaku.net/eldenring/?%E7%82%8E%E6%92%83","左手を振って炎を放つ戦技。
続けて強攻撃ボタンを入力すると、武器にエンチャントを付与しつつ薙ぎ払う攻撃に派生する。
エンチャントは効果時間40秒、炎攻撃力+90。
武器を切り替えたり、反対側の手の武器を両手持ちすると、エンチャントは解除される。
エンチャント用としては若干手間がかかるが、既に炎攻撃力を持っている武器にエンチャントすることで炎攻撃力を強化できるという利点がある。
FP不足の状態では左手を振るうだけで炎は発生しないが、左手の部分に攻撃判定（威力、判定ともに極小）がある。強攻撃派生にも繋げられるがエンチャントは付与されない。"
"土竜の鱗剣","https://kamikouryaku.net/eldenring/?%E5%9C%9F%E7%AB%9C%E3%81%AE%E9%B1%97%E5%89%A3","硬い鱗に覆われた巨大な曲剣
竜の顎を模した、溶岩土竜たちの得物
土竜たちは、元々は人の英雄だったという
彼らは竜餐をなし、いつか過ちを侵し
地を這う姿は、そのなれの果てなのだと"
"司教の大炎槌","https://kamikouryaku.net/eldenring/?%E5%8F%B8%E6%95%99%E3%81%AE%E5%A4%A7%E7%82%8E%E6%A7%8C","注意点として、この強攻撃は強靭削りが他の打撃属性の特大武器よりも低い。
タメ攻撃の強靭削りは他と同程度である。
強靭削りの具体的な数値については、特大武器のページを参照。"
"ヴァイクの戦槍","https://kamikouryaku.net/eldenring/?%E3%83%B4%E3%82%A1%E3%82%A4%E3%82%AF%E3%81%AE%E6%88%A6%E6%A7%8D","対人環境だと回避してもヒットエフェクトが出ていたら発狂が蓄積し状態異常ゲージが溜まるため、この武器の発狂から完全に逃げ切るのはかなり難しい。二刀流にすると避け難さに拍車が掛かる。
そこに回避の難しい祈祷を重ねたりすると、その厄介さは筆舌に尽くし難い。狂える三本指の各祈祷で発狂浸けにしてあげよう。
大槍特有の優秀なダッシュ強攻撃は詰め性能がとても高く、引きながら戦うよりも、プレッシャーを掛けて相手を引かせてこちらが攻める続けるという戦い方が効果的。
攻撃の間隔を空けてしまうと発狂の蓄積が自然回復してしまうので、一気に畳み掛けて発狂させるべし。"
"モーグウィンの聖槍","https://kamikouryaku.net/eldenring/?%E3%83%A2%E3%83%BC%E3%82%B0%E3%82%A6%E3%82%A3%E3%83%B3%E3%81%AE%E8%81%96%E6%A7%8D","血の君主モーグの、三又の槍
新王朝の象徴となるべき聖槍
それは、呪われた血に力を与える
外なる神との交信の祭具でもある
真実の母は、傷を望んでいるのだ"
"ローレッタの斬撃","https://kamikouryaku.net/eldenring/?%E3%83%AD%E3%83%BC%E3%83%AC%E3%83%83%E3%82%BF%E3%81%AE%E6%96%AC%E6%92%83","なお、かつてはローレッタの戦鎌の固定戦技と本戦技に相違点はなかったが、Ver. 1.07にて両者の性能が差別化され、ユニーク武器であるあちらの方が強力になるよう調整が行われた。
詳細はローレッタの斬撃(ローレッタの戦鎌)を参照。"
"霊火のトーチ","https://kamikouryaku.net/eldenring/?%E9%9C%8A%E7%81%AB%E3%81%AE%E3%83%88%E3%83%BC%E3%83%81","（フレーバーテキストなし）"
"象牙の手鎌","https://kamikouryaku.net/eldenring/?%E8%B1%A1%E7%89%99%E3%81%AE%E6%89%8B%E9%8E%8C","象牙を加工して作られた手鎌
年老いたしろがね人たちの得物
それは、仕える証であるという
見たこともない聖樹に"
"罰の茨","https://kamikouryaku.net/eldenring/?%E7%BD%B0%E3%81%AE%E8%8C%A8","追放された咎人たちの、異端の魔術
学院が最も忌み嫌うもの
罪の茨で自らを傷付け
地を走る血茨を召喚し、敵を足元から刺し貫く
連続で使用することができる
茨でその瞳を潰された咎人たちは
永遠の暗闇で、血の星を見出したのだ"
"罪の茨","https://kamikouryaku.net/eldenring/?%E7%BD%AA%E3%81%AE%E8%8C%A8","追放された咎人たちの、異端の魔術
学院が最も忌み嫌うもの
罪の茨で自らを傷付け
周囲に、渦巻く血の大茨を召喚する
３度まで、連続で使用できる
茨でその瞳を潰された咎人たちは
永遠の暗闇で、血の星を見出したのだ"
"竜氷","https://kamikouryaku.net/eldenring/?%E7%AB%9C%E6%B0%B7","竜の頭が出た後、広範囲に冷気のブレスを吐く祈祷。
ブレスの攻撃属性は魔力で、冷気の状態異常を蓄積する効果がある。
上位祈祷にボレアリスの氷霧がある。
あちらの方が威力に優れるが、冷気の蓄積はどちらのブレスも変わりないため、凍傷の状態異常付与メインで考えるなら下位祈祷であるこちらの方がFP消費が少なくて済む。
なお、同系統のブレス祈祷に輝石ブレスがあるが、凍傷ダメージを加味しない純粋な火力はあちらの方が上である。
そのため本祈祷は凍傷効果込みでの運用を心掛ける必要がある。"
"神託のシャボン","https://kamikouryaku.net/eldenring/?%E7%A5%9E%E8%A8%97%E3%81%AE%E3%82%B7%E3%83%A3%E3%83%9C%E3%83%B3","（フレーバーテキストなし）"
"百智の王笏","https://kamikouryaku.net/eldenring/?%E7%99%BE%E6%99%BA%E3%81%AE%E7%8E%8B%E7%AC%8F","珠を掴み取る手を象った王笏
百智卿ギデオン・オーフニールの得物
その珠は、世界であり、宇宙であり、瞳であり
識ることの終わりなきを示している
それでも、百智卿は手を伸ばすのだ"
"王家のグレートソード","https://kamikouryaku.net/eldenring/?%E7%8E%8B%E5%AE%B6%E3%81%AE%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%88%E3%82%BD%E3%83%BC%E3%83%89","見た目、戦技、ステ振りの尖り方、入手までの手間、とまさにロマンの塊。筋魔を目指すなら是非とも装備したい逸品である。"
"メスメル兵の斧","https://kamikouryaku.net/eldenring/?%E3%83%A1%E3%82%B9%E3%83%A1%E3%83%AB%E5%85%B5%E3%81%AE%E6%96%A7","串刺し公、メスメルに仕える兵たちの得物
使い込まれた鉄刃の両刃斧
王の戦に心酔した兵たちに好まれ
タメ攻撃が強力である"
"角人シリーズ","https://kamikouryaku.net/eldenring/?%E8%A7%92%E4%BA%BA%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA","（フレーバーテキストなし）"
"ティエリエの隠し針","https://kamikouryaku.net/eldenring/?%E3%83%86%E3%82%A3%E3%82%A8%E3%83%AA%E3%82%A8%E3%81%AE%E9%9A%A0%E3%81%97%E9%87%9D","（フレーバーテキストなし）"
"宿将の義足","https://kamikouryaku.net/eldenring/?%E5%AE%BF%E5%B0%86%E3%81%AE%E7%BE%A9%E8%B6%B3","固有戦技「嵐蹴撃」は地面を突いて周囲に嵐を生じた後、続けて強攻撃ボタンを入力すると跳躍して雷を纏った拳を叩き付けるという二段構えのワザ。
名称に反して蹴らない、FP消費なしで派生攻撃を繰り出せるなどのユニークな特徴がある。詳細は戦技のページを参照。"
"縋り付く手骨","https://kamikouryaku.net/eldenring/?%E7%B8%8B%E3%82%8A%E4%BB%98%E3%81%8F%E6%89%8B%E9%AA%A8","戦技は命奪拳で固定されている。戦灰が存在する汎用戦技だが、火力を出したい場合はこの武器が一番向いている。神秘補正で戦技の威力が高まり、魔力攻撃力も戦技の威力に反映されるためである。"
"カタール","https://kamikouryaku.net/eldenring/?%E3%82%AB%E3%82%BF%E3%83%BC%E3%83%AB","打撃系のものとは異なる独特の攻撃モーションを持つ拳武器。
同様のモーションを持つ拳武器は他にも幾つかあるが、その中でも戦灰を用いた戦技の付け替えと変質強化に対応しているのは、この武器とDLCで追加されたパタのみ。
攻撃モーションは力任せに殴りつけるというよりは、斬りつけや突きを中心としたものになっており、敵の攻撃に被せるように突き攻撃を当てれば、刺突カウンターを狙うこともできる。
物理攻撃属性の表記が「斬撃/刺突」となっているが、実際には突き以外のモーションの物理攻撃属性は全て「標準」となっている。（詳細はバグ情報の項目を参照。）
能力補正は技量が強いタイプであり、致命攻撃力が他の拳武器より高いのも特徴のひとつ。"
"コメント/針の騎士、レダと同志たち","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E9%87%9D%E3%81%AE%E9%A8%8E%E5%A3%AB%E3%80%81%E3%83%AC%E3%83%80%E3%81%A8%E5%90%8C%E5%BF%97%E3%81%9F%E3%81%A1","（フレーバーテキストなし）"
"コメント/小黄金樹","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E5%B0%8F%E9%BB%84%E9%87%91%E6%A8%B9","（フレーバーテキストなし）"
"コメント/咎人の杖","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E5%92%8E%E4%BA%BA%E3%81%AE%E6%9D%96","（フレーバーテキストなし）"
"コメント/斧槍","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E6%96%A7%E6%A7%8D","（フレーバーテキストなし）"
"コメント/黄金律、ラダゴン","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E9%BB%84%E9%87%91%E5%BE%8B%E3%80%81%E3%83%A9%E3%83%80%E3%82%B4%E3%83%B3","たまに見る「エルケモはクソだがラダゴンは戦ってて楽しい」という意見がまるで理解できないよ……"
"月の民の廃墟","https://kamikouryaku.net/eldenring/?%E6%9C%88%E3%81%AE%E6%B0%91%E3%81%AE%E5%BB%83%E5%A2%9F","（フレーバーテキストなし）"
"コメント/各レベル帯のプレイ人口について2","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E5%90%84%E3%83%AC%E3%83%99%E3%83%AB%E5%B8%AF%E3%81%AE%E3%83%97%E3%83%AC%E3%82%A4%E4%BA%BA%E5%8F%A3%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A62","（フレーバーテキストなし）"
"コメント/祈祷2","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E7%A5%88%E7%A5%B72","しかしもっと消費のが軽くて小出し出来る竜餐は出せないのだろうか
まぁ竜を喰らって得た力がチマチマした技というのも難しいかもしれないけど"
"コメント/大刀","https://kamikouryaku.net/eldenring/?%E3%82%B3%E3%83%A1%E3%83%B3%E3%83%88/%E5%A4%A7%E5%88%80","（フレーバーテキストなし）"
"更新履歴","https://kamikouryaku.net/eldenring/?%E6%9B%B4%E6%96%B0%E5%B1%A5%E6%AD%B4","（フレーバーテキストなし）"
"Edit MenuBar","https://kamikouryaku.net/eldenring/?cmd=edit&page=MenuBar","（フレーバーテキストなし）"
"編集","https://kamikouryaku.net/eldenring/?cmd=edit&page=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"新規","https://kamikouryaku.net/eldenring/?plugin=newpage&refer=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"名前変更","https://kamikouryaku.net/eldenring/?plugin=rename&refer=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"添付","https://kamikouryaku.net/eldenring/?plugin=attachlist&pcmd=upload&page=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"差分","https://kamikouryaku.net/eldenring/?cmd=diff&page=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"履歴","https://kamikouryaku.net/eldenring/?cmd=backup&page=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"凍結","https://kamikouryaku.net/eldenring/?cmd=freeze&page=%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90","（フレーバーテキストなし）"
"p8968c98","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#p8968c98","（フレーバーテキストなし）"
"maf38397","https://kamikouryaku.net/eldenring/?%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0%E8%A3%BD%E4%BD%9C%E7%B4%A0%E6%9D%90#maf38397","（フレーバーテキストなし）"
"そぎ肉","https://kamikouryaku.net/eldenring/?%E3%81%9D%E3%81%8E%E8%82%89","獣肉を薄くそいだもの
アイテム製作に用いる素材のひとつ
草食の獣を狩ると、手に入ることがある
干し肉にすることで、耐性を高める"
"白そぎ肉","https://kamikouryaku.net/eldenring/?%E7%99%BD%E3%81%9D%E3%81%8E%E8%82%89","血の無い生物の肉を薄くそいだもの
アイテム製作に用いる素材のひとつ
干し肉にすることで、耐性を高め
効果が長続きすることで知られる"
"獣肝","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E8%82%9D","獣の肝臓。生命の果実
アイテム製作に用いる素材のひとつ
草食の獣を狩ると、手に入ることがある
干し肝にすることで、カット率を高める"
"獣肉の塊","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E8%82%89%E3%81%AE%E5%A1%8A","濃厚な獣肉の塊
アイテム製作に用いる素材のひとつ
肉食の獣を狩ると、手に入ることがある
野趣あふれるご馳走の材料"
"亀の首肉","https://kamikouryaku.net/eldenring/?%E4%BA%80%E3%81%AE%E9%A6%96%E8%82%89","長く立派な亀の首肉
アイテム製作に用いる素材のひとつ
狭間の南方では
滋養のある食材として知られている"
"獣血","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E8%A1%80","黄金のきらめきを宿した、獣の血液
アイテム製作に用いる素材のひとつ
肉食の獣を狩ると、手に入ることがある
ずっと腐ることがない"
"しろがねの凝血","https://kamikouryaku.net/eldenring/?%E3%81%97%E3%82%8D%E3%81%8C%E3%81%AD%E3%81%AE%E5%87%9D%E8%A1%80","どろりと固まった、しろがね人たちの血液
アイテム製作に用いる素材のひとつ
しろがね人とは、人に創造された生命である
それ故に、彼らは黄金樹に祝福されぬ
穢れた命であると考える人々がいる"
"角の芽","https://kamikouryaku.net/eldenring/?%E8%A7%92%E3%81%AE%E8%8A%BD","稀に見つかる、ごく幼い角
アイテム製作に用いる素材のひとつ
草食の獣を狩ると、手に入ることがある
本来、生えるはずのない獣に芽生える角
それは坩堝の名残であるという"
"古牙","https://kamikouryaku.net/eldenring/?%E5%8F%A4%E7%89%99","稀に見つかる獣の牙
アイテム製作に用いる素材のひとつ
肉食の獣を狩ると、手に入ることがある
ひとつの根から、複数生じようと重なった牙
それは坩堝の名残であるという"
"風切羽","https://kamikouryaku.net/eldenring/?%E9%A2%A8%E5%88%87%E7%BE%BD","空を飛ぶ鳥たちの翼の羽
アイテム製作に用いる素材のひとつ
主として矢羽に用いられる"
"嵐鷹の羽","https://kamikouryaku.net/eldenring/?%E5%B5%90%E9%B7%B9%E3%81%AE%E7%BE%BD","嵐と共に生きた鷹の羽
アイテム製作に用いる素材のひとつ
その羽は、渦巻く風を纏っており
主として矢羽に用いられる"
"四指の鳥脚","https://kamikouryaku.net/eldenring/?%E5%9B%9B%E6%8C%87%E3%81%AE%E9%B3%A5%E8%84%9A","指が四本ある鳥の脚
アイテム製作に用いる素材のひとつ
狭間の地では、三つ指は不吉の象徴である
だからこそ、四つ指の鳥脚は
強運を示す贈りものなのだ"
"睡卵","https://kamikouryaku.net/eldenring/?%E7%9D%A1%E5%8D%B5","梟が抱卵する、孵ることのない卵
アイテム製作に用いる素材のひとつ
それは、最上の眠りの象徴として珍重される"
"蟹たま","https://kamikouryaku.net/eldenring/?%E8%9F%B9%E3%81%9F%E3%81%BE","浅瀬に棲む大蟹のタマゴ
アイテム製作に用いる素材のひとつ
その滋養は芯から温まる。さらには、とてもうまい
下賎のものは知らぬだろうが、蟹は肉よりタマゴなのだ"
"蛸たま","https://kamikouryaku.net/eldenring/?%E8%9B%B8%E3%81%9F%E3%81%BE","乳白色に膨らんだ、陸ダコの卵巣
アイテム製作に用いる素材のひとつ
陸ダコは繁殖のために人を喰う
卵巣の赤い血は、人血である"
"細い獣骨","https://kamikouryaku.net/eldenring/?%E7%B4%B0%E3%81%84%E7%8D%A3%E9%AA%A8","細く固い獣の骨
アイテム製作に用いる素材のひとつ
獣を狩ると、手に入ることがある
主に、使い捨ての武器として加工される"
"太い獣骨","https://kamikouryaku.net/eldenring/?%E5%A4%AA%E3%81%84%E7%8D%A3%E9%AA%A8","太く固い獣の骨
アイテム製作に用いる素材のひとつ
大型の獣を狩ると、手に入ることがある
主に、使い捨ての武器として加工される"
"人骨の欠片","https://kamikouryaku.net/eldenring/?%E4%BA%BA%E9%AA%A8%E3%81%AE%E6%AC%A0%E7%89%87","灰褐色のシミの浮いた骨の欠片
アイテム製作に用いる素材のひとつ
死に生きる者たちを狩ると、手に入ることがある
それはごくもろく、哀れなほど壊れやすい"
"大トンボの頭","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E3%83%88%E3%83%B3%E3%83%9C%E3%81%AE%E9%A0%AD","大型のトンボの頭部
アイテム製作に用いる素材のひとつ
古来、毒消しの効能で知られる"
"金色ホタル","https://kamikouryaku.net/eldenring/?%E9%87%91%E8%89%B2%E3%83%9B%E3%82%BF%E3%83%AB","金色の光を放つホタル
アイテム製作に用いる素材のひとつ
小黄金樹に近しい水場などで見られる
ホタルの光は誘引の魔力があるとされ
金色のそれは、ルーンを招くという"
"銀色ホタル","https://kamikouryaku.net/eldenring/?%E9%8A%80%E8%89%B2%E3%83%9B%E3%82%BF%E3%83%AB","銀色の光を放つホタル
アイテム製作に用いる素材のひとつ
陽の射さぬ、冷たい水場などで見られる
ホタルの光は誘引の魔力があるとされ
銀色のそれは、貴品を招くという"
"湖脇の結晶洞窟","https://kamikouryaku.net/eldenring/?%E6%B9%96%E8%84%87%E3%81%AE%E7%B5%90%E6%99%B6%E6%B4%9E%E7%AA%9F","（フレーバーテキストなし）"
